Province,City,MPG_ALL,MPG_HDT,MPG_MDT,MPG_LDT,MPG_Mpv,MPG_Car,MPG_Other,AvgMilesPerVehicle_All,AvgMilesPerVehicle_HDT,AvgMilesPerVehicle_MDT,AvgMilesPerVehicle_LDT,AvgMilesPerVehicle_Mpv,AvgMilesPerVehicle_Car,AvgMilesPerVehicle_Other,GeographyCentroid
Quebec,Saint-Charles-sur-Richelieu,7.98,6.44,10.9,15.79,19.05,38.26,6.8,23.12,26.86,8.52,15.94,18.77,10.82,19.85,POINT(-73.1517762129464 45.6585118255569)
Quebec,Saint-Christophe-d'Arthabaska,9.5,6.22,11.29,16.47,17.42,37.43,6.44,36.55,33.54,26.6,30.14,102.99,14.65,23.37,POINT(-71.8881169505186 46.0190116136778)
Quebec,Saint-Chrysostome,8.59,7.72,11.53,14.41,13.11,41.2,6.4,92.73,98.52,41.5,84.38,102.06,27.92,93.46,POINT(-73.7687484115326 45.1113093799003)
Quebec,Saint-Claude,12.49,6.35,11.65,16.46,15.86,36.63,7.41,43.44,19.85,28.77,38.52,180.5,18.65,12.74,POINT(-71.9475028340624 45.6441973018066)
Quebec,Saint-Clet,9.77,6.34,11.27,12.86,17.02,27.49,6.33,45.65,36.62,20.65,74.19,62.53,9.78,42.44,POINT(-74.2244070398334 45.3504766873181)
Quebec,Saint-Clément,12.53,6.31,9.91,16.3,18.37,,,50.72,26.32,15.08,24.4,286.81,,,POINT(-69.1101497257226 47.9174003060886)
Quebec,Saint-Cléophas,17.17,6.15,,12.24,,,,12.44,8.1,,20.32,,,,POINT(-67.7284611753023 48.4857446221216)
Quebec,Saint-Cléophas-de-Brandon,10.14,5.62,10.87,14.66,16.83,38.39,7.4,21.36,21.26,4.18,11.7,47.82,16.79,14.98,POINT(-73.4040467501403 46.2301558510325)
Quebec,Saint-Colomban,12.56,6.89,11.14,17.02,17.78,39.07,8.46,61.34,67.89,41.5,73.74,46.27,49.18,39.19,POINT(-74.1392442503963 45.7394413612831)
Quebec,Saint-Constant,8.8,6.66,10.78,14.9,19.47,40.31,6.36,206.78,234.38,130.11,149.03,149.8,107.87,193.56,POINT(-73.5909121809447 45.3489760192701)
Quebec,Saint-Cuthbert,8.39,6.39,10.7,15.83,22.76,39.18,6.55,74.21,88.43,36.54,38.77,43.11,113.35,60.53,POINT(-73.2295291935387 46.184348311579)
Quebec,Saint-Cyprien,10.49,5.94,11.04,14.73,16.7,,6.55,43.79,29.49,34.76,34.91,178.05,,11.61,POINT(-70.2491213808203 46.3508569714227)
Quebec,Saint-Cyprien-de-Napierville,8.22,6.88,11.27,15.17,20.05,40.58,6.5,58.55,57.45,31.65,55.5,92.99,39.12,51.41,POINT(-73.4082525279755 45.1752070892964)
Quebec,Saint-Cyrille-de-Lessard,12.46,6.32,9.14,15.13,25.5,,7.67,64.9,51.94,41.83,49.96,245.91,,29.79,POINT(-70.2021759049324 47.0188712792035)
Quebec,Saint-Cyrille-de-Wendover,7.69,6.41,10.51,15.65,17.92,39.57,6.92,153.19,186.69,59.99,73.71,79.43,116.79,127.36,POINT(-72.4165719227382 45.9285021479588)
Quebec,Saint-Célestin,8.25,6.22,10.29,15.46,20.29,39.34,6.42,61.83,62.69,47.62,61.58,69.04,43.16,52.56,POINT(-72.4344990596435 46.2146271499617)
Quebec,Saint-Césaire,9.01,6.43,10.94,16.5,21.49,39.86,6.27,73.58,79.6,33.44,58.97,67.43,74.03,70.81,POINT(-72.9856021831068 45.4085559366742)
Quebec,Saint-Côme,12.28,6.84,11.92,16.91,18.96,32.18,8.06,39.4,32.2,24.34,28.07,106.66,20.77,44.52,POINT(-73.8015335917788 46.2735738655553)
Quebec,Saint-Côme--Linière,6.3,5.13,8.59,15.43,17.27,,4.62,253.41,242.52,46.66,77.3,236.95,,601.64,POINT(-70.5088774039202 46.0510984143844)
Quebec,Saint-Damase,10.82,6.08,11.49,16.22,18.32,37.12,6.06,43.4,38.59,17.58,40.6,71.67,72.96,52.93,POINT(-73.0127087200569 45.520301882577)
Quebec,Saint-Damase-de-L'Islet,7.36,5.7,11.3,15.5,18.39,,6.37,260.89,347.3,98.57,42.11,218.97,,139.77,POINT(-70.035285812824 47.1924165423043)
Quebec,Saint-Damien,13.44,6.74,11.67,17.23,17.69,33.5,9.18,28.47,20.95,20.23,23.99,75.91,18.74,19.82,POINT(-73.5312740008541 46.3778290672389)
Quebec,Saint-Damien-de-Buckland,12.43,6.64,12.31,17.61,17.39,34.9,8.01,49.12,29.95,64.16,43.14,137.23,5.63,71.35,POINT(-70.6558942718001 46.6308015683328)
Quebec,Saint-David,8.43,5.67,11.14,15.73,20.87,39.9,6.08,56.17,58.24,15.82,49.22,94.52,21.56,34.54,POINT(-72.8413381680639 45.9359080239569)
Quebec,Saint-David-de-Falardeau,9.32,6.32,12.45,14.71,13.48,,8.53,138.99,145.51,193.49,78.66,329.2,,53.46,POINT(-71.0677660184627 48.6553509575349)
Quebec,Saint-Denis-De La Bouteillerie,15.71,7.67,,19.05,18.83,39.56,6.53,51.76,22.67,,12.62,272.1,5.23,5.65,POINT(-69.9310546526732 47.494776194227)
Quebec,Saint-Denis-de-Brompton,10.55,6.45,12.06,15.02,15.57,36.75,7.12,83.54,63.94,45.27,82.54,269.3,60.97,59.12,POINT(-72.0920326976197 45.4411802479562)
Quebec,Saint-Denis-sur-Richelieu,10.57,5.88,11.99,15.85,16.54,39.82,6.56,54.98,49.25,17.38,78.82,88.33,21.06,41.68,POINT(-73.1303464960405 45.7530125807106)
Quebec,Saint-Didace,10.9,6.1,10.7,16.58,18.5,38.48,6.88,31.7,38.89,17.26,23.6,38.32,55.16,17.81,POINT(-73.242602404328 46.3542008867232)
Quebec,Saint-Dominique,8.77,5.87,10.24,15.49,21.74,38.51,6.13,57.93,57.64,20.64,68.1,65.96,39.16,55.76,POINT(-72.8303803104395 45.5806554201027)
Quebec,Saint-Dominique-du-Rosaire,7.59,5.75,8.11,15.14,18.82,,7.48,345.27,360.2,131.14,179.26,248.69,,637.72,POINT(-78.0151807473904 48.8256388226154)
Quebec,Saint-Donat,12.39,6.79,9.58,15.72,18.06,34.21,9.4,97.68,75.33,66.48,122.2,153.86,20.22,92.1,POINT(-74.2272241944249 46.3225616593003)
Quebec,Saint-Edmond-de-Grantham,8.26,5.9,10.92,16.32,19.59,40.59,6.23,42.58,45.88,20.73,28.09,57.61,16.39,33.63,POINT(-72.6723625238198 45.8790926083699)
Quebec,Saint-Edmond-les-Plaines,5.55,4.85,,19.46,,,6.7,65.09,76.93,,19.94,,,5.52,POINT(-72.5836651034174 48.9497766170668)
Quebec,Saint-Elphège,8.83,5.82,11.56,15.93,15.7,38.92,7.17,14.46,8.71,4.81,17.53,66.79,6.64,5.77,POINT(-72.6929556843478 46.0551833179211)
Quebec,Saint-Elzéar,13.1,6.39,9.15,16.39,17.74,,5.8,57.56,31.74,19.33,50.62,172.59,,74.62,POINT(-71.0780137325015 46.3968077959618)
Quebec,Saint-Elzéar-de-Témiscouata,15.79,5.92,,12.22,21.64,,,76.26,55.2,,14.94,276.13,,,POINT(-69.0703717022761 47.5691373146345)
Quebec,Saint-Esprit,10.83,6.66,11.16,16.65,20.09,33.18,7.36,51.04,46.3,30.44,56.61,68.6,38.53,61.05,POINT(-73.6687188405119 45.9044560009754)
Quebec,Saint-Eugène,7.78,6.46,10.79,15.97,19.18,38.57,6.86,81.68,100.67,27.35,38.4,38.43,57.17,70.02,POINT(-72.700470461812 45.8050553717859)
Quebec,Saint-Eugène-de-Guigues,7.91,6.65,,15.05,10.33,,6.14,94.66,94.91,,48.36,456.94,,25.78,POINT(-79.3472626202536 47.5251259769936)
Quebec,Saint-Eugène-de-Ladrière,15.44,6.31,,14.22,17.6,,,76.22,24.5,,17.1,189.09,,,POINT(-68.6973714334989 48.1874823113072)
Quebec,Saint-Eustache,10.55,6.56,10.83,15.1,19.2,33.25,6.71,132.27,115.68,121.9,151.25,155.82,69.36,156.82,POINT(-73.9341247806588 45.576901168766)
Quebec,Saint-Eusèbe,10.51,5.85,10.91,13.34,21.06,,6.29,51,39.45,27.39,51.34,303.16,,12.77,POINT(-68.9209094819269 47.5358845945453)
Quebec,Saint-Fabien,8.98,6.24,9.28,15.1,18.06,38.76,7.54,136.09,146.12,118.89,114.58,142.36,139.16,103.78,POINT(-68.8544666485657 48.2859086998744)
Quebec,Saint-Fabien-de-Panet,8.85,5.62,12.15,16.59,13.05,,6.1,60.92,44.34,57.08,122.55,194.28,,29.9,POINT(-70.1556199009119 46.6695030513193)
Quebec,Saint-Faustin--Lac-Carré,8.76,6.27,9.96,16.57,19.99,38.2,7.14,114.13,132.16,89.65,85.78,77.76,40.53,106.22,POINT(-74.4667698783838 46.0812433552238)
Quebec,Saint-Ferdinand,8.09,6.26,10.36,15.13,17.47,39.99,5.78,91.72,82.64,40.15,72.87,202.12,70.19,124.93,POINT(-71.6112753070516 46.1082616098476)
Quebec,Saint-Ferréol-les-Neiges,12.21,7.99,11.24,13.83,13.18,,8.65,180.7,109.67,45.4,290.38,251.23,,163.94,POINT(-70.8641371804198 47.1377474280389)
Quebec,Saint-Flavien,7.67,6.43,10.81,15.66,20.58,39.62,7.06,31.55,37.38,17.98,14.26,23.86,31.75,22.4,POINT(-71.5701355688078 46.5213428523239)
Quebec,Saint-Fortunat,14.03,5.45,10.75,20.91,17.4,,5.2,37.18,17.4,10.93,35.59,120.16,,27.68,POINT(-71.6051395266319 45.9655385523473)
Quebec,Saint-François-Xavier-de-Brompton,8.43,6.29,10.93,15.48,18.03,38.55,6.11,71.84,70.49,63.23,74.56,98.04,33.66,60.89,POINT(-72.0606772359121 45.5284557624864)
Quebec,Saint-François-Xavier-de-Viger,12.58,5.74,,18.04,17.12,,,53.69,31.02,,37.74,174.14,,,POINT(-69.2444274724412 47.8381554563464)
Quebec,Saint-François-d'Assise,13.54,6.23,13.61,14.51,,,,59.03,23.22,38.01,24.48,,,,POINT(-67.1676717753991 47.9861080117865)
Quebec,Saint-François-de-Sales,7,5.68,10.09,13.42,17.42,40,6.16,56.97,56.58,56.59,90.31,25.62,9.25,35.36,POINT(-72.2165911592955 48.3305880765382)
Quebec,Saint-François-de-l'Île-d'Orléans,8.89,6.32,11.72,15.69,9.22,,7.93,43.16,42.15,28.78,15.17,288.43,,26.75,POINT(-70.8348633803849 47.000509346866)
Quebec,Saint-François-de-la-Rivière-du-Sud,7.83,6.46,10.23,15.62,19.8,39.74,7.16,11.63,11.45,7.78,6.65,35.04,3.85,4.81,POINT(-70.6802761878797 46.8560233456313)
Quebec,Saint-François-du-Lac,9.13,6.34,11.22,16.14,17.92,38.98,6.67,26.89,23.8,19.77,23.5,64.15,7.83,23.73,POINT(-72.8465175844738 46.0555479528011)
Quebec,Saint-Frédéric,9.4,6.04,10.13,17.28,15.59,40.35,6.54,74.08,64.22,25.7,61.85,161.73,64.9,94.93,POINT(-70.9939492271101 46.3025374164154)
Quebec,Saint-Fulgence,8.13,5.69,9.79,15.27,16.62,36.33,7.64,167.79,179.92,273.44,133.95,161.78,30.22,128.5,POINT(-70.7855152691679 48.4856487448911)
Quebec,Saint-Félicien,7.11,5.48,10.24,13.68,10.25,38.88,6.78,414.4,455.82,402.33,258.35,655.86,24.16,230.98,POINT(-72.4421135440284 48.7056082260176)
Quebec,Saint-Félix-d'Otis,10.69,6.39,11.89,14,23.23,55.93,7.6,102.22,101.27,151.13,103.88,121.98,39.17,71.8,POINT(-70.6247518968425 48.2983766434579)
Quebec,Saint-Félix-de-Dalquier,7.58,5.77,8.38,15.25,16.71,,7.39,82.23,85.06,31.77,36.61,94.88,,148.37,POINT(-78.1232779253321 48.6762532967527)
Quebec,Saint-Félix-de-Kingsey,10.07,6.58,11.42,17.04,15.43,41.95,6.42,54.67,39.68,40.08,56.13,264.98,19.53,27.51,POINT(-72.1857816897893 45.790634485453)
Quebec,Saint-Félix-de-Valois,10.76,5.84,11.34,15.88,17.32,37.49,7.07,92.84,72.83,32.96,42.72,306.66,46.94,53.22,POINT(-73.4292502328652 46.1728580259642)
Quebec,Saint-Gabriel,11.34,6.59,11.11,16.09,16.15,38.02,8.14,12.18,8.78,6.56,7.62,43.45,9.7,5.74,POINT(-73.3863258917534 46.313526092985)
Quebec,Saint-Gabriel-de-Brandon,9.22,5.42,11.08,15.69,16.64,37.96,6.39,80.65,95.47,21.75,31.4,156.67,64.51,59.54,POINT(-73.3717511712208 46.2828724783427)
Quebec,Saint-Gabriel-de-Rimouski,13.04,6.07,10.11,15.16,15.79,,9.17,98.33,42.02,20.91,66.58,356.39,,143.04,POINT(-68.1791106521408 48.4209279207946)
Quebec,Saint-Gabriel-de-Valcartier,12.93,6.57,12.12,14.86,17.12,31.9,8.33,43.22,33.05,33.51,51.78,58.38,153.49,28.98,POINT(-71.5937758790956 47.0427986968716)
Quebec,Saint-Georges,8,5.88,9.06,15.23,16.97,41.04,5.29,287.03,278.78,170.65,191.16,529.54,101.35,306.77,POINT(-70.6768434775916 46.0965267030551)
Quebec,Saint-Georges-de-Clarenceville,13.37,6.12,11.75,14.99,25.4,,6.78,39.04,29.91,12.15,35.19,114.89,,24.85,POINT(-73.2187392192021 45.0542077426354)
Quebec,Saint-Georges-de-Windsor,12.28,6.34,11.6,16.44,15.82,36.63,6.36,55.04,31.73,42.12,49.84,192.18,24.8,16.17,POINT(-71.8587456059547 45.676792918422)
Quebec,Saint-Germain,7.37,6.37,10.6,15.32,20.92,39.38,6.89,46.78,58.17,13.96,18.06,28.61,22.34,24.71,POINT(-69.777409159902 47.5956756840816)
Quebec,Saint-Germain-de-Grantham,7.85,6.45,10.86,15.77,18.56,39.16,6.89,183.33,226.01,67.87,87.71,93.43,108.94,151.89,POINT(-72.5933258555183 45.8302510607038)
Quebec,Saint-Gervais,12.22,7.25,11.94,16.91,19.66,40.24,7.69,51.11,37.16,40,46.53,164.87,20.17,38.67,POINT(-70.8602274818034 46.7152492211812)
Quebec,Saint-Gilbert,7.74,5.41,9.95,16.83,17.67,,4.44,17.81,16.63,5.94,5.18,45.04,,20.46,POINT(-72.0068397480004 46.722761040471)
Quebec,Saint-Gilles,11.66,6.56,11.12,17.31,19.97,39.39,6.07,61.81,57.4,35.69,46.81,127.3,105.58,38.21,POINT(-71.3775247708609 46.4990135679905)
Quebec,Saint-Godefroi,8.88,6.19,11.17,14.27,18.91,,7.26,31.91,29.19,23.63,56.76,23.53,,18.18,POINT(-65.1617390083768 48.1530989477996)
Quebec,Saint-Guillaume,8.43,5.95,10.77,15.92,19.61,39.25,6.21,51.66,50.95,22.25,48.03,84.31,16.97,46.02,POINT(-72.7736390171354 45.8775313330712)
Quebec,Saint-Gédéon,8.8,5.68,10.56,14.05,14.95,38.53,7.58,106.28,91.7,178.7,136.59,197.19,9.02,53.75,POINT(-71.8594364433779 48.5282543895456)
Quebec,Saint-Gédéon-de-Beauce,6.37,5.14,9.39,15.88,16.45,,4.58,163.06,150.51,38.61,55.64,222.03,,405.51,POINT(-70.6349792943177 45.8472202572334)
Quebec,Saint-Gérard-Majella,8.8,5.96,11.22,16.02,20.72,38.55,6.2,28.15,30.35,12.35,21.97,40.04,9.27,20.27,POINT(-72.848325917066 46.0061086210265)
Quebec,Saint-Henri,10.78,6.43,11.27,15.46,18.11,38.83,7.96,93.39,79.08,71.75,90.42,226.12,123.72,67.47,POINT(-71.0565676303113 46.687941209869)
Quebec,Saint-Henri-de-Taillon,10.15,5.8,10.52,13.86,16.2,66.65,8.77,130.57,97.64,162.01,151.23,315.4,194.83,130.72,POINT(-71.8427054374892 48.6459761016056)
Quebec,Saint-Herménégilde,10.83,5.76,11.98,16.43,18.73,,5.81,53.68,34.45,29.8,142.16,33.99,,55.23,POINT(-71.6358851670756 45.0849232749642)
Quebec,Saint-Hilaire-de-Dorset,9.21,4.7,10.47,15.19,18.44,,4.5,29.3,29.03,6.38,61.44,31.19,,20.25,POINT(-70.8122184903931 45.8465741374985)
Quebec,Saint-Hilarion,10.05,5.7,11.03,16.08,19.43,38.12,6.08,80.25,74.59,45.59,59.59,163.73,169.59,79.56,POINT(-70.4055781399371 47.5802400009833)
Quebec,Saint-Hippolyte,10.91,6.77,10.85,15.17,15.02,36.38,8.05,85.92,88.84,44.32,116.07,56.98,86.68,76.45,POINT(-73.9978275864935 45.9199877570314)
Quebec,Saint-Honoré,9.46,6.08,11.99,14.87,15.74,,7.4,183.24,179.57,158.84,165.39,372.62,,76.89,POINT(-71.1019126693406 48.5347631191037)
Quebec,Saint-Honoré-de-Shenley,7.27,5.42,10.67,17.03,19.31,38.56,4.78,109.23,94.49,23.21,36.78,272.92,13.77,210.77,POINT(-70.815551998597 45.9658720484363)
Quebec,Saint-Honoré-de-Témiscouata,6.99,6.42,10.48,14.51,16.47,32.49,6.26,189.97,220.61,28.97,73.52,220.62,19.2,85.08,POINT(-69.1772501773803 47.6674549272372)
Quebec,Saint-Hubert-de-Rivière-du-Loup,7.06,6.42,10.52,14.45,16.8,32.49,6.27,50.92,53.89,10.04,28.45,126.78,4.38,21.79,POINT(-69.1729428167028 47.7864918712144)
Quebec,Saint-Hugues,8.38,5.35,11.02,17.11,14.23,38.21,6.44,50.06,51.69,15.74,36.92,97.61,33.91,33.4,POINT(-72.8394510683118 45.795114446542)
Quebec,Saint-Hyacinthe,8.23,6.4,10.57,15.41,19.3,38.26,6.77,380.14,468.46,144.36,205.89,220.44,238.07,325.89,POINT(-72.9394156382801 45.636118489922)
Quebec,Saint-Ignace-de-Loyola,13.05,6.39,10.6,17.35,16.74,,7.77,7.5,4.4,3.03,4.19,23.32,,2.14,POINT(-73.069036628592 46.1060834446798)
Quebec,Saint-Ignace-de-Stanbridge,10.49,5.96,11.7,16.07,22.04,41.18,7.83,38.59,32.94,8.48,22.75,109.27,197.9,24.84,POINT(-72.9308267034461 45.1861538626038)
Quebec,Saint-Irénée,14.84,5.78,11.31,14.27,16.86,39.18,,54.3,14.51,31.21,36.44,174.64,33.44,,POINT(-70.2480105371441 47.5755578976895)
Quebec,Saint-Isidore,8.71,6.6,10.44,15.04,20.19,39.46,6.28,84.9,93.87,58.53,62.85,76.18,55.56,81.03,POINT(-73.6816279713126 45.2951984897898)
Quebec,Saint-Isidore-de-Clifton,6.54,4.78,11.23,15.93,24.13,28.09,4.87,75.58,88.43,22.88,30.64,130.01,3.47,46.74,POINT(-71.4891941938651 45.2758718483193)
Quebec,Saint-Jacques,10.63,6.51,11.41,16.15,18.83,36.94,6.81,45.7,38.65,22.32,53.35,97.48,25.06,38.77,POINT(-73.5746446960541 45.9536405769565)
Quebec,Saint-Jacques-de-Leeds,11.71,5.82,10.77,19.31,18.3,38.37,4.93,39.4,33.54,15.14,32.14,68.95,74.57,63,POINT(-71.332004714335 46.291667809893)
Quebec,Saint-Jacques-le-Majeur-de-Wolfestown,13.42,5.37,10.43,20.84,17.17,,4.97,30.59,17.92,10.39,27.79,95.25,,32.55,POINT(-71.4994251589836 45.9395410619193)
Quebec,Saint-Jacques-le-Mineur,8.21,6.8,11.28,15.12,19.22,41.41,6.43,88.92,95,36.66,68.26,71.07,43.28,95.29,POINT(-73.4315741326833 45.2662630222428)
Quebec,Saint-Janvier-de-Joly,7.59,6.42,10.79,15.75,21.25,39.58,7.06,133.1,163.94,69.2,53.52,43.98,141.52,100.61,POINT(-71.6813240252461 46.4878008150383)
Quebec,Saint-Jean-Baptiste,9.41,5.85,11.09,15.73,20.04,37.49,6.07,70.64,74.4,17.31,66.78,60.69,71.08,88.68,POINT(-73.1184530130871 45.511084994516)
Quebec,Saint-Jean-Port-Joli,7.46,6.37,10.53,15.3,18.24,39.56,6.92,193.9,239.84,74.87,88.82,118.79,91.98,106,POINT(-70.2496539703963 47.1955006824395)
Quebec,Saint-Jean-de-Brébeuf,14.21,5.93,9.9,18.1,17.22,,7.46,42.63,19.08,9.21,50.83,145.55,,16.56,POINT(-71.44759515251 46.1756465236714)
Quebec,Saint-Jean-de-Dieu,12.19,6.18,9.96,15.37,17.88,,,101.78,56.91,37.89,55.82,551.19,,,POINT(-69.0100451968891 48.0044523117072)
Quebec,Saint-Jean-de-Matha,11.71,5.67,11.34,17.23,18.35,34.31,6.87,129.09,93.68,32,36.26,502.43,31.05,73.93,POINT(-73.5331539401298 46.2469041231685)
Quebec,Saint-Jean-de-l'Île-d'Orléans,9.16,6.44,11.65,16.85,9.17,,6.38,31.07,30.06,41.88,16.25,147.96,,23.91,POINT(-70.908925684199 46.9383999737104)
Quebec,Saint-Jean-de-la-Lande,9.52,5.74,11.35,11.61,18.86,,8.5,23.16,9.32,96.45,54.87,45.42,,7.58,POINT(-68.6959057531057 47.4253677041688)
Quebec,Saint-Jean-sur-Richelieu,9.51,6.5,11.22,15.87,19.29,35.08,6.3,283.29,274.13,164.57,215.71,368.02,272.57,386.85,POINT(-73.2948602805578 45.3186060437056)
Quebec,Saint-Joachim,8.93,5.59,11.15,14.7,17.73,36.93,6.41,57.2,64.2,52.69,45.99,40.56,65.69,45.21,POINT(-70.8265815271497 47.0778959431249)
Quebec,Saint-Joachim-de-Shefford,8.46,6.26,11.74,16.21,11.11,35.28,7.01,35.08,33.4,36.72,32.36,73.84,31.33,30.92,POINT(-72.5235511804111 45.4412096259992)
Quebec,Saint-Joseph-de-Beauce,8.34,6.16,10.26,15.93,14.93,39.37,6.23,218.85,227.84,132.33,165.83,335.57,70.58,145.01,POINT(-70.828351821715 46.3316745970194)
Quebec,Saint-Joseph-de-Coleraine,7.83,6.07,8.12,16.04,15.27,41.59,5.88,69.91,61.42,70.01,70.99,181.42,31.81,66.51,POINT(-71.3257847047396 45.9895861860892)
Quebec,Saint-Joseph-de-Kamouraska,11.95,4.92,,11.24,24.4,,,60.22,21.94,,137.03,163.15,,,POINT(-69.6080590186419 47.588725333278)
Quebec,Saint-Joseph-de-Lepage,8.62,6.18,9.03,14.55,15.52,39.06,7.34,24.94,23.9,27.22,26.1,47,5.33,15.7,POINT(-68.1683949417659 48.5571451917627)
Quebec,Saint-Joseph-de-Sorel,10.81,5.33,10.3,15.33,19.93,24.82,5.04,13.94,17.41,3.15,7.17,18.77,29.74,8.76,POINT(-73.1307932170514 46.0446413266659)
Quebec,Saint-Joseph-des-Érables,11.21,6.06,10.2,17.37,14.83,41.23,7.4,43.28,23.86,17.57,33.36,126.76,3.96,33.2,POINT(-70.8945963472118 46.284486132809)
Quebec,Saint-Joseph-du-Lac,12.37,6.88,10.57,15.7,19.03,30.83,8.66,40.23,27.61,27.39,65.82,80.65,16.35,20.71,POINT(-74.0166355780206 45.5323467252938)
Quebec,Saint-Jude,10.37,5.77,11.04,17.66,15.86,37.67,6.44,49.53,44,25.17,36.79,80.59,123.61,71.55,POINT(-72.998035230702 45.7838233731028)
Quebec,Saint-Jules,11.61,5.92,10.21,19.85,17.38,,7.15,26.47,15.4,10.57,16.82,77.18,,38.45,POINT(-70.9380229389079 46.2246059235331)
Quebec,Saint-Julien,16.35,5.56,11.03,21.5,17.72,,4.64,72.3,22.19,9.81,48.58,257.4,,40.33,POINT(-71.529107721343 46.0087906301473)
Quebec,Saint-Just-de-Bretenières,5.58,4.69,,16.14,13.21,,4.31,171.12,175.15,,236.13,177.47,,132.87,POINT(-70.0876884757463 46.5594069925311)
Quebec,Saint-Juste-du-Lac,9.43,5.17,,16.63,18.91,,,74.99,53.46,,125,139.7,,,POINT(-68.7314976201769 47.6816171235397)
Quebec,Saint-Justin,13.99,6.18,11.14,16.19,21.54,,8.95,38.23,17.32,18.08,65.48,11.47,,20.1,POINT(-73.1191740658607 46.2629678368623)
Quebec,Saint-Jérôme,10.07,6.5,10.96,15.49,17.67,35.99,7.23,215.23,208.51,220.25,199.18,275.35,139.26,196.01,POINT(-74.0397272289958 45.7958605780422)
Quebec,Saint-Lambert,10.27,6.48,11.15,15.32,17.53,35.98,6.68,69.32,66.19,70.79,65.72,95.77,46.28,55.42,POINT(-79.4422480073391 48.9546934218164)
Quebec,Saint-Lambert-de-Lauzon,8.78,6.18,10.78,16.02,18.95,38.96,6.17,103.75,105.23,63.9,106.18,123.06,90.96,74.94,POINT(-71.2271687267285 46.586536753922)
Quebec,Saint-Laurent-de-l'Île-d'Orléans,10.18,7.01,11.98,15.95,9.56,32.47,6.67,49.79,49.89,99.37,27.3,136.91,10.89,26.77,POINT(-71.0219381787218 46.8775655937945)
Quebec,Saint-Lazare,9.55,6.51,11.01,14.41,19.93,35.27,6.55,40.15,33.35,34.73,52.57,66.68,15.37,38.78,POINT(-74.1624747365617 45.4055993148737)
Quebec,Saint-Lazare-de-Bellechasse,12.36,6.83,12.19,18.03,18.37,40.75,7.92,57.19,41.75,59.14,59.53,135.62,15.34,60.9,POINT(-70.7705860378689 46.6489723983055)
Quebec,Saint-Liboire,7.87,6.41,10.83,16.12,19.89,38.47,6.82,44.74,53.44,16.51,28.49,31.15,27.97,31.14,POINT(-72.7657223125146 45.6520605246233)
Quebec,Saint-Liguori,10.43,6.5,11.38,15.86,18.55,37.35,6.84,11.33,6.65,5.43,15.16,40.21,4.41,8.29,POINT(-73.5742335212473 46.0156922504412)
Quebec,Saint-Lin--Laurentides,10.84,6.96,11.27,15.18,18.18,37.69,8.05,90.63,95.59,52.3,76.71,141,92.78,61.53,POINT(-73.7737018623017 45.8572123693683)
Quebec,Saint-Louis,11.05,5.81,11.24,15.66,14.58,37.96,6.77,26.99,22.24,8.2,15.04,67.91,91.68,31.53,POINT(-72.9838027798815 45.8565262022262)
Quebec,Saint-Louis-de-Blandford,7.53,6.41,10.76,15.76,20.25,39.49,6.89,223.57,278.83,93.51,75.3,82.04,206.52,184.62,POINT(-72.0059433483368 46.2613518953585)
Quebec,Saint-Louis-de-Gonzague,10.96,7.13,10.86,14.55,17.24,38.98,6.48,53.96,43.43,37.36,65.19,86.09,86.69,65.87,POINT(-73.9968253883358 45.2006643605116)
Quebec,Saint-Louis-du-Ha! Ha!,6.97,6.42,10.47,14.83,17.54,32.49,6.25,137.87,163.53,21.37,42.08,126.57,14,61.75,POINT(-68.997457082273 47.6671957897553)
Quebec,Saint-Luc-de-Bellechasse,9.39,6.91,12.82,16.37,,,7.66,71.52,23.93,24.7,18.16,,,8.6,POINT(-70.4767335103487 46.5220571770829)
Quebec,Saint-Luc-de-Vincennes,8.26,6.23,10.57,16.6,21.68,40.04,6.35,23.68,26.27,14.03,17.55,17.5,24.09,20.17,POINT(-72.4282344603052 46.490329600363)
Quebec,Saint-Lucien,9.26,6.65,11.4,16.17,12.19,36.26,6.6,55.7,47.3,32.75,60.57,190.27,77.68,35.75,POINT(-72.2882424277851 45.870005293972)
Quebec,Saint-Ludger,6.08,4.92,10.53,16.19,17.77,,4.48,183.07,172.56,25.28,42.22,243.54,,411.77,POINT(-70.6735805249119 45.7202617642078)
Quebec,Saint-Ludger-de-Milot,7.62,5.36,10.14,12.57,13.64,,6.84,141.89,150.77,40.98,85.46,212.41,,117.3,POINT(-71.8224434661212 48.8974008496108)
Quebec,Saint-Léandre,17.04,7.05,,15.84,24.98,,,60.8,31.98,,37.21,120.91,,,POINT(-67.6047366815004 48.7075676405542)
Quebec,Saint-Léon-de-Standon,10.68,6.81,12.68,17.01,14.24,35.61,7.84,51.93,37.54,124.29,32.56,127.49,8.82,22.13,POINT(-70.6214861921173 46.4690816556333)
Quebec,Saint-Léon-le-Grand,11.85,5.93,9.02,16.4,16.97,39.2,6.19,57.61,53.98,38.01,28.88,103.98,267.31,55.64,POINT(-67.5132149777038 48.3693037097823)
Quebec,Saint-Léonard-d'Aston,7.65,6.41,10.52,15.68,19.26,39.61,6.95,49.79,54.32,27,33.84,47.36,44.45,47.83,POINT(-72.3668808144343 46.0974194342183)
