Province,City,MPG_ALL,MPG_HDT,MPG_MDT,MPG_LDT,MPG_Mpv,MPG_Car,MPG_Other,AvgMilesPerVehicle_All,AvgMilesPerVehicle_HDT,AvgMilesPerVehicle_MDT,AvgMilesPerVehicle_LDT,AvgMilesPerVehicle_Mpv,AvgMilesPerVehicle_Car,AvgMilesPerVehicle_Other,GeographyCentroid
Alberta,Acadia No. 34,11.18,6.14,9.02,15.36,20.59,,7.19,108.18,112.2,104.54,101.27,99.06,,136.79,POINT(-110.21853345665 51.0991385317761)
Alberta,Acme,11.84,6.28,9.75,15.42,24.15,44.39,6.45,16.85,18.92,8.45,15.23,13.03,59.51,24.3,POINT(-113.50926971503 51.496179245893)
Alberta,Airdrie,12.62,6.83,10.31,16.58,24.39,34.95,7.55,181.63,207.28,192.63,159.01,167.82,170.08,161.62,POINT(-114.007281796332 51.2867376130589)
Alberta,Alberta Beach,12.15,7.25,9.72,13.45,10.59,,11.62,11.22,3.55,9.11,17.15,24.27,,3.94,POINT(-114.347761656465 53.6756999401178)
Alberta,Alexander 134,11.29,6.91,9.12,13.46,14.58,,9.27,29.83,12.79,33.04,34.57,44,,66.46,POINT(-113.958527912765 53.8117568366537)
Alberta,Alexis 133,10.33,6.31,9.37,15.27,21.73,33.62,7.58,12.94,19.35,10.91,9.36,7.93,4.64,10,POINT(-114.521565957672 53.7493072317689)
Alberta,Alix,13.91,6.89,9.61,15.75,28.39,,9.85,6.74,4.76,10.73,7.52,7.27,,4.74,POINT(-113.188010606263 52.3967855055625)
Alberta,Alliance,11.1,5.79,11.85,15.98,16.43,,9.64,1.12,0.85,0.47,1.36,1.51,,0.67,POINT(-111.785108650233 52.4361312186452)
Alberta,Allison Bay 219,12.96,,,13.6,,,,118.9,,,164.56,,,,POINT(-111.036990915752 58.7745338483031)
Alberta,Amisk,10.76,5.09,9.14,16.07,21.76,,5.44,4.15,4.17,3.38,4.18,1.49,,5.25,POINT(-111.057641341194 52.5645557908627)
Alberta,Andrew,13.1,7.09,10.99,15.93,20.8,,7.02,5.81,1.95,1.07,3.08,3.16,,42.17,POINT(-112.335806704438 53.879377846588)
Alberta,Arrowwood,12.68,6.81,9.25,16.11,23.61,,10.77,2.67,1.57,2.46,2.5,1.99,,7.05,POINT(-113.152493586858 50.737425275828)
Alberta,Athabasca,11.29,6.18,9.44,14.96,19.71,,7.78,108.01,47.35,166.3,70.38,57.61,,417.15,POINT(-113.279809233488 54.7177311635041)
Alberta,Athabasca County,11.17,6.05,9.7,14.96,21.12,32.06,8.02,953.49,1393.14,727.15,605.32,400.26,141.2,1984.26,POINT(-112.974929711766 54.823186044708)
Alberta,Banff,15.44,7.95,10.99,16.86,22.25,28.91,16.64,30.04,16.89,41,23.53,32.66,29.71,111.41,POINT(-115.566335248127 51.1764485593505)
Alberta,Barnwell,11.3,6.4,10.69,16.4,14.39,34.38,8.11,6.31,5.43,6.59,7.06,15.52,7.2,3.54,POINT(-112.263609488194 49.7594254425207)
Alberta,Barons,10.77,6.4,10.04,16.09,18.11,35.86,9.01,8.97,7.82,8.13,7.98,8.81,6.11,16.23,POINT(-113.082607294439 49.9981717356797)
Alberta,Barrhead,13.59,6.96,9.21,15.04,25.21,,7.91,34.67,13.18,72.15,47.11,21.23,,17.51,POINT(-114.404514705956 54.1257855005819)
Alberta,Barrhead County No. 11,13.3,6.7,8.89,15.03,26.48,,8.11,318.33,165.96,788.36,368.17,213.56,,295.96,POINT(-114.512033048514 54.15282526013)
Alberta,Bashaw,11.32,6.57,9.35,14.6,23.7,,7.46,7.73,8.98,12.09,7.04,5.45,,4.91,POINT(-112.968782962346 52.5863712664356)
Alberta,Bassano,9.12,6.51,9.29,15.96,21.69,34.69,6.65,8.01,9.01,5.18,7.56,5.65,1.82,5.54,POINT(-112.468710522827 50.7885378368049)
Alberta,Bawlf,13.42,6.22,9.47,15.87,16.63,33.83,8.83,8.06,4.3,9.23,10.12,17.8,1.41,3.07,POINT(-112.466010125958 52.919028968375)
Alberta,Beaumont,14.41,7.2,10.26,15.32,20.5,30.48,10.29,39.29,17.45,33.07,48.07,76.89,147.85,11.31,POINT(-113.415348813658 53.3523711596761)
Alberta,Beaver County,11.72,5.95,9.28,15.48,22.47,34.51,7.97,384.6,414.48,597.63,390.87,233.63,55.88,252.75,POINT(-112.152201817206 53.2182437198423)
Alberta,Beaverlodge,11.91,6.2,9.21,15.22,18.6,,8.59,32.54,34.58,16.1,33.41,26.37,,18.02,POINT(-119.422732412276 55.2091467478827)
Alberta,Beiseker,11.24,6.74,9.84,16.45,25.56,44.26,6.78,7.18,7.19,5.98,7.48,7.16,16.29,5.6,POINT(-113.540452196033 51.3808615325512)
Alberta,Bentley,13.3,6.99,9.51,15.71,21.68,,8.2,8.92,7.4,10.01,10.04,3.54,,7.68,POINT(-114.04805782336 52.4670173852629)
Alberta,Berwyn,12.33,6.63,10.2,14.95,21.14,,10.54,2.63,1.33,0.64,2.98,0.61,,7.06,POINT(-117.734029783517 56.1467701333478)
Alberta,Betula Beach,13,7.16,9.25,14.56,,,,3.69,1.75,5.82,4.14,,,,POINT(-114.683341089504 53.5424837864069)
Alberta,Big Horn 144A,15.17,6.51,9.48,15.73,21.06,,8.95,7.52,8.06,3.3,8.31,5.65,,2.54,POINT(-116.251808477506 52.3803529711193)
Alberta,Big Lakes County,11.38,5.31,8.64,13.97,18.55,,4.92,947.37,804.41,879.05,970.85,532.27,,1592.83,POINT(-115.932969831848 55.2887854463054)
Alberta,Big Valley,10.95,6.49,,13.64,21.42,,9.32,6.43,9.24,,6.14,2.46,,1.22,POINT(-112.754383830649 52.0336355913394)
Alberta,Bighorn No. 8,11.72,6.57,10.34,16.08,23.7,33.17,6.6,196.1,208.92,172.6,207.1,127.65,78.81,123.79,POINT(-115.078512149896 51.4019761560598)
Alberta,Birch Cove,12.99,6.86,9.4,15.42,28.04,,7.87,1.89,1.44,1.12,2.05,3.37,,1.8,POINT(-114.368744508212 53.9557582063606)
Alberta,Birch Hills County,12.46,6.15,9.68,14.53,19.11,,7.11,334.79,165.35,103.68,468.61,129.45,,215.81,POINT(-118.043995395203 55.7558226173803)
Alberta,Bittern Lake,12.53,6.61,8.67,15.81,21.26,,9.21,16.09,11.27,21.31,21.02,17.61,,14.35,POINT(-113.045191565133 53.0048608019047)
Alberta,Black Diamond,12.86,6.62,9.9,16.3,22.58,,7.81,13.88,11.55,23.35,15.38,12.52,,8.45,POINT(-114.229988043227 50.6881639284516)
Alberta,Blackfalds,11.21,6.58,9.82,15.73,20.98,35.18,7.2,27.09,28.14,25.13,25.64,33.4,13.51,19.6,POINT(-113.784003119096 52.3864615181088)
Alberta,Blood 148,13.13,6.77,9.2,16.8,21.26,,10.38,780.94,192.31,551.41,595.91,764.3,,3031.32,POINT(-113.205931986832 49.4628768599255)
Alberta,Bon Accord,12.82,6.09,9.51,15.73,18.43,29.75,9.55,13.28,3.63,8.15,9.98,2.73,0.7,65.88,POINT(-113.407043474932 53.8392106806935)
Alberta,Bondiss,11.7,6.44,8.75,13.18,,,10.55,9.62,2.87,10.67,7.73,,,21.94,POINT(-112.69948201677 54.6024706655117)
Alberta,Bonnyville,13.98,6.49,9.52,15.8,19.3,,7.95,86.56,59.82,91.1,94.29,97.29,,76.36,POINT(-110.746344839524 54.2664475794162)
Alberta,Bonnyville Beach,16.38,,,15.33,,,,3.3,,,2.62,,,,POINT(-110.869147888019 54.2262450924139)
Alberta,Bonnyville No. 87,14.79,6.29,9.77,15.86,19.18,31.39,7.98,2100.69,871.4,2055.01,2555.68,2513.25,187.72,1265.06,POINT(-110.646498701245 54.3889377914903)
Alberta,Botha,11.84,6.44,9.54,15.22,20.41,,7.74,4.4,4.61,2.73,4.49,7.66,,2.02,POINT(-112.518906111995 52.3078923893101)
Alberta,Bow Island,10.24,6.5,10.91,16.13,13.09,,6.65,23.08,19.13,28.8,29.07,40.25,,16.4,POINT(-111.370877424962 49.873342962238)
Alberta,Bowden,10.17,6.64,9.86,16.45,23.72,36.46,6.95,15.62,24.73,12.55,8.8,10.01,7.28,17.15,POINT(-114.02816214523 51.9314892631534)
Alberta,Boyer 164,5.66,,,12.62,,,,47.47,,,25.02,,,,POINT(-116.244460905996 58.4502980976062)
Alberta,Boyle,10.82,6.2,9.94,15.34,22.37,30.85,8.56,22.79,33.89,22,16.24,10.08,4.38,30.3,POINT(-112.807107612483 54.5884584917901)
Alberta,Brazeau County,12.66,6.27,9.76,13.95,25.25,37.21,7.98,560.84,265.99,892.82,725.87,247.31,275.64,333.01,POINT(-115.129148621559 53.151226709531)
Alberta,Breton,12.26,7.13,9.65,13.45,20.8,,6.32,3.25,2.22,3.16,4.01,2.18,,1.68,POINT(-114.473051694601 53.1126259098865)
Alberta,Brooks,10.35,6.45,9.29,15.02,20.01,31.93,6.84,46.52,35.44,75.87,64.91,36.74,26.61,30.43,POINT(-111.891945882499 50.5648372277347)
Alberta,Bruderheim,12.62,6.59,10.06,14.68,19.62,32.89,7.3,21.18,14.69,18.4,19.67,6.96,15.91,62.87,POINT(-112.931298628804 53.804155658833)
Alberta,Bushe River 207,7.42,5.57,8.14,13.38,21.44,,4.33,64.44,66.68,25.74,60.54,57.48,,61.46,POINT(-116.996861334727 58.4757454903305)
Alberta,Calgary,13.52,6.9,10.15,16.3,19.63,32.15,8.22,2743.3,2555.32,3198.43,2457.07,4120.28,3163.4,1812.8,POINT(-114.051875788111 51.0348602975236)
Alberta,Calmar,12.8,6.98,9.45,14.59,25.08,39.71,8.14,16.55,11.35,27.42,19.73,12.7,6.6,11.14,POINT(-113.807167554662 53.2636467857035)
Alberta,Camrose,12.61,6.45,9.05,15.54,17.24,34.69,8.18,136.5,132.35,131.68,131.45,217.61,35.07,99.02,POINT(-112.831676261561 53.0082171937782)
Alberta,Camrose County,12.78,6.5,9.24,15.52,20.18,34.3,8.83,430.86,397.06,491.25,480.65,360.97,251.45,269.03,POINT(-112.758926492865 52.9149556946406)
Alberta,Canmore,11.42,6.69,10.47,16.13,22.54,32.11,6.54,145.39,127.99,223.39,169.81,125.6,55.88,87.1,POINT(-115.325392809676 51.0635786106079)
Alberta,Carbon,14.12,5.92,10.64,15.61,25.82,,9.47,4.77,3.47,2.31,5,10.95,,3.74,POINT(-113.15200751049 51.4850439330843)
Alberta,Cardston,14.17,7.71,9.25,16.89,21.3,,10.85,30.57,8.11,19.06,19.37,39.28,,127.94,POINT(-113.310086208506 49.1923828490975)
Alberta,Cardston County,12.93,6.5,9.21,15.97,21.53,,10.09,415.71,242.58,690.03,528.74,579.77,,284.71,POINT(-113.090815352581 49.1928615779577)
Alberta,Carmangay,11.67,7.11,9.2,14.45,,,9.94,12.96,3.25,3.71,6.59,,,64.87,POINT(-113.11205679288 50.1281215992604)
Alberta,Caroline,11.27,4.72,11.19,14.89,19.59,,9.14,13.32,23.8,5.26,10.18,13.76,,8.18,POINT(-114.738040344738 52.0957879105881)
Alberta,Carstairs,14.1,7.77,10.67,16.05,20.58,,10.27,32.3,22,29.2,40.82,31.68,,18.51,POINT(-114.09464173757 51.5605659259206)
Alberta,Castor,11.56,6.2,9.39,15.85,16.64,,7.69,9.77,11.03,8.46,9.31,13.47,,5.19,POINT(-111.907761399619 52.2179168405746)
Alberta,Cereal,8.18,6.59,9.05,16.09,23.41,37.31,5.99,3.84,5.02,3.07,1.81,1.15,0.24,2.68,POINT(-110.801887428402 51.4187861913015)
Alberta,Champion,10.88,6.27,9.67,15.62,17.27,,10.95,3.58,1.79,5.78,2.82,2.69,,15.7,POINT(-113.147966562481 50.240027408727)
Alberta,Chauvin,13.48,6.61,9.42,15.93,19.78,,7.9,11.37,5.28,47.59,11.83,4.35,,1.78,POINT(-110.142406337246 52.6935109939612)
Alberta,Chestermere,12.55,6.69,9.98,16,20.65,32.66,9.91,71.63,48.63,81.08,97.68,95.57,26.85,26.67,POINT(-113.824422750168 51.0336985199631)
Alberta,Chipman,9.96,6.05,9.63,15.15,20.47,,6.73,16.59,14.35,43.25,12.9,9.63,,28.97,POINT(-112.63539501778 53.6879861271989)
Alberta,Claresholm,9.89,6.65,10.09,16.4,21.29,38.42,7.34,55.26,71.21,49.54,39.14,32.54,54.39,37.4,POINT(-113.586602957807 50.0207401599903)
Alberta,Clear Hills,11.76,5.54,10.07,13.07,16.59,,8.35,745.77,485.33,295.99,976,439.12,,233.54,POINT(-119.057300305437 56.7745962165845)
Alberta,Clearwater County,12.31,5.29,9.91,13.96,22.2,27.41,8.75,1240.24,1449.96,808.91,1305.43,615.13,315.03,677.88,POINT(-115.65943365154 52.3067309380388)
Alberta,Clive,11.76,6.74,9.42,14.18,,,10.44,5.05,2.54,11.8,4.9,,,2.46,POINT(-113.44544994095 52.4786051903946)
Alberta,Clyde,12.55,6.74,9.65,15.2,17.92,,8.33,6.3,2.07,11.43,7.55,5.53,,9.35,POINT(-113.633845149798 54.1487484693409)
Alberta,Coaldale,11.37,6.41,10.23,16.16,15.3,33.9,8.91,69.35,52.88,91.22,64.86,150.49,69.24,104.48,POINT(-112.617995305558 49.7248712608878)
Alberta,Coalhurst,10.87,6.57,10.25,16.15,20.35,36.07,8.56,15.02,13.71,13.68,15.92,14.46,27.31,16.99,POINT(-112.926183174966 49.7429409933628)
Alberta,Cochrane,14.18,6.38,9.94,16.27,23.04,31.51,8.95,133.68,147.53,107.87,140.9,92.88,53.47,90.87,POINT(-114.468969753636 51.1847731789676)
Alberta,Cold Lake,15.74,6.46,9.7,16.23,19.69,,5.2,202.76,49.98,134.54,245.5,314.62,,194.01,POINT(-110.246628617735 54.4216456125825)
Alberta,Cold Lake 149,13.68,6.45,9.48,15.65,21.99,,6.61,38.67,31.95,50.14,40.13,55.34,,26.45,POINT(-110.292450526183 54.2971366957602)
Alberta,Cold Lake 149A,16.03,6.92,,16.55,16.16,,,4.79,0.26,,4.18,14.56,,,POINT(-110.155434495615 54.4587925345221)
Alberta,Consort,11.15,6.19,9.52,15.31,11.71,,6.68,8.73,7.9,10.42,8.55,23.7,,3.77,POINT(-110.777506967324 52.0113321047537)
Alberta,Coronation,10.83,5.83,9.59,15.49,15.24,,9.16,14.48,15.02,7.96,10.64,24.52,,31.3,POINT(-111.444394120284 52.0925589209908)
Alberta,Coutts,8.47,6.81,10.03,14.93,28.37,,6.42,7.73,7.26,2.64,11.48,49.07,,4.96,POINT(-111.962580790816 49.0025216218964)
Alberta,Cowley,10.02,6.57,10.35,15.92,20.29,,7.5,7.52,7.34,15.54,7.59,7.97,,4.62,POINT(-114.070321809227 49.567609005929)
Alberta,Cremona,13.77,6.47,9.21,16.73,21.8,33.93,9.38,6.17,4.7,6.4,6.52,13.2,2.79,3.69,POINT(-114.479439573896 51.5426682600191)
Alberta,Crossfield,14.3,7.07,9.47,15.64,24.99,36.42,9.04,34.37,21.9,27.83,44.5,42.78,9.04,17.43,POINT(-114.033662764791 51.4262194859195)
Alberta,Crowsnest Pass,10.32,6.7,10.59,15.95,20.95,38.07,8.41,192.77,208.32,283.98,162.76,153.66,38.9,174.69,POINT(-114.513508278049 49.5955525677599)
Alberta,Crystal Springs,14.63,6.9,9.88,15.31,22.26,,12.29,6.11,1.86,8.07,7.74,3.55,,3.72,POINT(-114.040004260229 52.9778499029728)
Alberta,Cypress County,11.29,6.48,9.43,15.37,21.08,32.23,7.22,932.42,769.7,625.05,1168.54,1389.51,597.75,594.69,POINT(-110.5807048789 50.010411446345)
Alberta,Czar,12.37,5.68,9.22,15.48,18.02,,6.15,2.77,1.74,6.31,3.2,2.9,,1.79,POINT(-110.825301685646 52.4535593983684)
Alberta,Daysland,13.39,6.26,9.6,15.92,16.68,,9.25,6.79,2.95,5.68,8.2,24.32,,1.73,POINT(-112.263398588777 52.8678944116942)
Alberta,Delburne,12.37,6.32,10.08,16.14,21.16,41.93,6.2,6.47,3.79,4.88,8.92,4.33,1.65,4.5,POINT(-113.226240339206 52.193322854528)
Alberta,Delia,14.76,6.59,10.03,15.62,27.08,,7.56,15.36,5.47,5.28,21.95,13.76,,2.67,POINT(-112.370006395759 51.6320450250538)
Alberta,Desmarais,12.47,6.87,11.57,13.22,16.91,,,11.01,7.7,0.99,11.86,26.34,,,POINT(-113.800051275073 55.9457368404571)
Alberta,Devon,13.07,6.95,9.53,15.8,23.46,35.91,8.41,36.2,27.6,54.94,41.67,34.13,14.83,28.36,POINT(-113.725931422342 53.3526518844604)
Alberta,Dewberry,13.62,6.23,,15.3,25.31,,6.04,5.76,3.51,,8,2.96,,1.37,POINT(-110.526047706982 53.5861847820728)
Alberta,Didsbury,14.07,6.49,10.2,15.45,22.22,,8.39,41.38,27.63,33.17,51.62,56.49,,13.01,POINT(-114.1367436628 51.6588080124585)
Alberta,Dog Head 218,12.92,,,13.67,,,,37.08,,,49.7,,,,POINT(-111.1838352705 58.7101510022304)
Alberta,Donalda,11.47,6.09,8.67,15.16,21.46,,7.07,0.85,0.64,0.65,1.04,0.83,,0.55,POINT(-112.575716019177 52.5841861388158)
Alberta,Donnelly,11.11,5.83,9.39,14.1,16.05,,8.39,5.51,3.56,4.86,5.49,4.35,,11.98,POINT(-117.110927755062 55.7292656468893)
Alberta,Drayton Valley,12.48,6.32,9.68,13.7,22.48,35.73,7.98,140.9,54.2,206.2,191.56,61.69,17.57,82.56,POINT(-114.976981972184 53.2168696799033)
Alberta,Drift Pile River 150,10.01,5.46,9.76,15.1,17.68,,5.5,32.81,37.31,35.99,26.2,41.96,,38.22,POINT(-115.769679676966 55.3649077105256)
Alberta,Drumheller,11.61,6.09,9.96,15.01,22.16,40.63,7.33,138.86,118.26,146.74,171.91,51.2,18.18,118.87,POINT(-112.63369268047 51.4147124257883)
Alberta,Duchess,12.33,5.14,9.23,15.86,23.14,,5.08,19,15.8,29.39,20.28,10.94,,19.13,POINT(-111.907330626837 50.7320682514012)
Alberta,Eckville,12.95,6.45,9.82,14.36,21.26,,8.4,9.74,3.92,13.34,12.17,3.43,,5.39,POINT(-114.369956204625 52.3619132919679)
Alberta,Edberg,11.3,6.08,8.17,14.93,27.73,,8.52,2.19,3.38,2,1.86,0.59,,0.76,POINT(-112.78617859919 52.7856492016102)
Alberta,Eden Valley 216,10.05,5.14,10.43,16.25,26.53,,5.15,1.32,0.81,4.04,1.68,0.27,,1,POINT(-114.387164477294 50.4378947235352)
Alberta,Edgerton,13.11,6.26,9.29,15.13,18.59,,8.15,11.55,5.43,37.8,12.13,6.54,,3.04,POINT(-110.453079735421 52.7588736640559)
Alberta,Edmonton,12.51,6.74,9.67,15.12,17.83,31.97,8.95,1793.93,1961.1,2269.83,1462.39,2700.14,1354.32,1202.97,POINT(-113.495033504184 53.5370098377318)
Alberta,Edson,11.29,6.21,9.03,13.8,19.82,31.58,6.87,146.63,101.63,161.21,190.55,79.26,40.57,90.76,POINT(-116.445878581607 53.5857071954693)
Alberta,Elk Point,12.82,6.24,11.05,14.86,21.03,,9.95,20.1,10.79,18.56,27.87,14.6,,13.84,POINT(-110.901440483987 53.900429716824)
Alberta,Elnora,12.98,6.58,11.21,16.01,18.99,,5.14,8.45,8.09,5.46,9.27,8.53,,8.87,POINT(-113.201540927027 51.9977076312989)
Alberta,Ermineskin 138,12.52,7.08,10.22,14.62,20.96,34.58,10.06,53.75,36.12,70.82,62.15,91.4,47.1,47.66,POINT(-113.481551592692 52.8684728537508)
Alberta,Fairview,13,6.62,10.2,14.29,21.23,,8.57,38.42,18.73,17.01,53.7,16.72,,18.96,POINT(-118.380708749076 56.0711661111327)
Alberta,Fairview No. 136,12.89,6.51,9.96,14.24,21.14,,8.53,426.03,229.87,238.64,575.32,197.65,,219.79,POINT(-118.419056543101 56.0395700569361)
Alberta,Falher,11.92,5.84,8.91,14.43,11.96,,9.15,26.58,10.01,20.91,28.19,163.29,,33.42,POINT(-117.1982953522 55.733551380245)
Alberta,Ferintosh,11.99,9.13,8.56,12.97,,,,4.31,7.85,4.91,3.91,,,,POINT(-112.971080852691 52.7641102306052)
Alberta,Flagstaff County,12.13,5.46,9.11,15.45,18.21,,5.27,333.81,294.85,361.36,377.19,214.58,,278.59,POINT(-111.817638107434 52.6891169379552)
Alberta,Foothills No. 31,12.49,6.77,10.47,16.63,23.41,36.18,8.61,624.11,757.65,651,555.36,363.73,569.41,517.79,POINT(-114.068120804964 50.6303441952809)
Alberta,Forestburg,12.6,6.23,9.09,16.21,21.18,,7.32,6.01,5.27,4.39,6.17,13,,4.57,POINT(-112.068078251835 52.5834098267546)
Alberta,Fort Mackay,12.51,6.19,9.06,14.3,17.71,,11.66,33.67,36.06,63.62,31.86,34.16,,13.48,POINT(-111.636519223116 57.1877120468357)
Alberta,Fort Macleod,10.36,6.48,10.46,16.12,20.09,37.52,7.98,63.11,64.99,73.97,61.04,65.52,58.06,50.49,POINT(-113.400272321042 49.7204426744638)
Alberta,Fort Saskatchewan,13.44,6.98,9.95,15.08,19.48,36.43,11.21,178.55,97.5,223.26,186.95,197.1,56.48,270.43,POINT(-113.188642365974 53.7176621748018)
Alberta,Fort Vermilion 173B,9.99,7.02,8.05,14.3,22.29,,5.42,4.86,4.43,1.15,6.01,1.47,,3.76,POINT(-115.997829821752 58.382274698858)
Alberta,Forty Mile County No. 8,10.55,6.41,10.48,15.98,14.65,33.15,7.52,386.39,331.74,493,465.14,412.91,233.99,314.99,POINT(-111.16106385453 49.4806190389274)
Alberta,Fox Creek,11.28,5.92,9.2,13.7,18.05,28.65,7.75,40.02,24.01,30.2,51.78,32.09,2.76,16.33,POINT(-116.799020109017 54.4038470783984)
Alberta,Gadsby,11.54,6.26,,12.2,,,,3.51,0.51,,6.78,,,,POINT(-112.351481855297 52.2969224671406)
Alberta,Ghost Lake,16.66,7.99,10.19,16.77,22.9,,11.78,8.7,2.67,3.26,11.83,10.64,,2.02,POINT(-114.765201366194 51.2053843479755)
Alberta,Gibbons,11.7,6.15,10.04,15.96,22.35,32.85,7.9,28.72,35.65,30.59,21.29,25.72,3.72,47.34,POINT(-113.330156649569 53.8233745489182)
Alberta,Girouxville,13.38,5.84,,14.07,,,10.5,12.9,2.52,,16.08,,,10.76,POINT(-117.338608001863 55.7540786382378)
Alberta,Glendon,13.95,6.67,,15.27,22.11,,7.42,6.01,3.61,,7.71,6.62,,2.5,POINT(-111.155314749942 54.2521049589372)
Alberta,Glenwood,10.63,6.01,,16.22,,,10.24,10.96,1.97,,3.83,,,41.66,POINT(-113.516224291457 49.3657209414907)
Alberta,Grande Cache,12.28,5.16,8.81,13.54,20.92,,8.03,152.72,49,141.39,219.13,93.09,,95.85,POINT(-119.119918387069 53.8772614190535)
Alberta,Grande Prairie,11.92,5.54,9.41,14.04,14.28,26.3,8.81,506.31,420.74,453.82,534.67,768.39,178.76,275.41,POINT(-118.833028523577 55.183192671909)
Alberta,Grande Prairie County No. 1,11.7,5.22,9.48,14.36,16.39,29.49,8.63,1417.68,1612.46,938.03,1413.64,576.72,74.62,896.61,POINT(-119.228523002753 55.2434824603114)
Alberta,Grandview,14.14,6.48,9.58,15.11,,,11.42,9.98,2.58,7.23,13.76,,,3.86,POINT(-114.066564437874 52.9922833025236)
Alberta,Granum,9.44,6.62,10.21,16.69,21.46,38.4,7.34,11.07,14.95,8.47,6.54,6.72,19.5,7.11,POINT(-113.510608572677 49.8700981820918)
Alberta,Greenview No. 16,11.41,5.1,9.51,13.86,20.63,29.64,7.77,2622.49,3517.4,1749.38,2413.78,740.89,153.53,1622.57,POINT(-118.090042922483 54.574043240749)
Alberta,Gregoire Lake 176,13.51,6.31,9.72,15.06,22.42,,10.51,56.76,63.24,68.81,58.17,47.16,,29.05,POINT(-111.148403392808 56.4122071708014)
Alberta,Gregoire Lake 176A,13.63,6.24,9.69,15.1,22.47,,10.35,37.54,43.01,49.17,36.67,34.21,,23.31,POINT(-111.178929428611 56.4452667735481)
Alberta,Grimshaw,12.52,6.5,9.46,14.96,20.45,,8.94,32.09,18.58,23.12,36.47,23.22,,60.61,POINT(-117.609607434837 56.1905257739693)
Alberta,Gull Lake,15.13,6.84,10.36,16.32,17.86,,21.16,4.36,1.71,5.63,5.22,5.13,,3.7,POINT(-113.938694649298 52.463569318778)
Alberta,Halkirk,11.88,6.1,9.34,15.5,20.65,,7.74,2.47,1.87,1.33,2.5,8.21,,1.21,POINT(-112.153286368841 52.2845052945665)
Alberta,Hanna,10.43,6.56,9.68,15.69,25.1,36.19,6.36,22.36,17.03,15.39,35.44,9.33,5.89,7.49,POINT(-111.926810377989 51.6428448301482)
Alberta,Hardisty,11.84,5.12,9.11,15.46,21.62,42.05,4.93,34.19,27.67,37.01,41.14,7.94,2.7,25.68,POINT(-111.314616409816 52.6711447550836)
Alberta,Hay Lakes,14.03,7.64,9.63,14.98,19.28,,8.62,5.03,1.99,6.69,6.13,2.59,,1,POINT(-113.055242997591 53.1965969584064)
Alberta,Heisler,13.08,5.92,9.73,16.39,23.99,,9.79,4,4.04,9.93,4.15,1.45,,2.48,POINT(-112.224079411895 52.6708517297789)
Alberta,High Level,7.09,4.75,9.07,13.18,21.44,,4.2,394.5,512.71,58.28,137.75,69.96,,802.53,POINT(-117.141433886702 58.5123604050008)
Alberta,High Prairie,10.54,5.24,9.66,14.41,17.74,,4.84,52.87,41.93,44.21,62.15,46.92,,52.59,POINT(-116.490428549284 55.4359318697856)
Alberta,High River,11.36,6.67,10.42,16.36,23.15,37.9,8.51,41.12,31.36,62.3,53.12,30.34,35.58,28.29,POINT(-113.870398433944 50.5830985486275)
Alberta,Hill Spring,12.98,6.38,,16.12,18.81,,11.15,7.71,3,,7.48,2.66,,29.09,POINT(-113.622285436995 49.2947301485332)
Alberta,Hines Creek,11.96,5.77,10.14,14.2,21.52,,7.6,14.89,8.29,11.98,20.02,10.85,,7.74,POINT(-118.611949414154 56.247376289725)
Alberta,Hinton,10.78,6.29,9.24,14.45,18.46,23.89,7.8,128.24,106.68,159.72,137.12,185.17,28.61,100.53,POINT(-117.580663262393 53.3957971533407)
Alberta,Holden,11.97,6.31,9.83,15.43,23.24,,7.46,4.27,3.65,8.53,4.89,2.78,,2.09,POINT(-112.232225257875 53.2310653051246)
Alberta,Hughenden,11.02,5.22,8.76,15.82,19.92,,6.11,5.04,5.82,5.26,4.4,2.4,,6.55,POINT(-110.968974969529 52.5101699565468)
Alberta,Hussar,12.78,6.17,9.66,14.67,23.12,,15.19,3.1,1.23,2.64,4.23,0.68,,2.23,POINT(-112.679714671584 51.0417172501038)
Alberta,Hythe,11.61,6.25,9.51,15.23,19.69,,8.73,25.63,29.26,9.91,25.59,12.48,,15.07,POINT(-119.55816673809 55.3282319812936)
Alberta,Improvement District No.  4 Waterton,14.1,7.67,9.3,16.8,22.57,,7.07,67.26,53.56,72.07,80.53,31.18,,31.47,POINT(-113.932964418861 49.0814564738559)
Alberta,Improvement District No.  9 Banff,10.59,6.73,10.89,16.69,23.26,30.12,8.7,507.08,652.42,385.95,357.8,248.59,270.1,595.04,POINT(-116.117586493788 51.5424623148811)
Alberta,Improvement District No. 12 Jasper Park,9.77,6.52,10.03,15.72,24.35,22.57,7.54,187.06,239.57,86.89,145.22,111.27,65.17,152.72,POINT(-117.960758797569 52.8465512002733)
Alberta,Improvement District No. 13 Elk Island,10.31,6.41,9.9,15.74,23.52,32.34,7.9,42.62,52.13,28.44,33.94,34.49,15.19,39.1,POINT(-112.862642385671 53.6077485615819)
Alberta,Improvement District No. 24 Wood Buffalo,10.63,6.64,,14.27,19.56,,6.72,51.31,87.09,,41.69,40.55,,49.2,POINT(-113.009052697436 59.1079994134172)
Alberta,Improvement District No. 349,14.88,6.17,8.18,15.15,19.42,,11.85,992.06,62.33,244.62,1154.95,472.43,,1926.09,POINT(-110.609499005201 55.0816736146169)
