geohash,avgtimetopark
c3nf5dq,5.102
c3ncx83,4.271
c3nfh1m,4.524
c3ncyz1,5.16
c3nf1zp,5.357
c3ncu76,5.814
c3nfd1q,5.219
c3nf7u0,5.957
c3nfqj2,3.319
c3nfkwm,3.398
c3nfs83,5.914
c3ncqqs,2.557
c3nfy2r,4.671
c3nf7vf,4.648
c3nfw1n,3.779
c3nctpj,6.941
c3ng5kh,3.155
c3nfhs3,6.771
c3nf728,6.302
c3ngh8e,2.536
c3ncqqt,3.433
c3nfwwn,4.857
c3nf604,2.319
c3nf7tz,4.917
c3nfhb2,4.062
c3nfkef,6.231
c3ncy77,4.462
c3ngp2e,3.557
c3ncy7h,4.633
c3nfncd,4.431
c3nf915,6.074
c3nfkkq,6.524
c3nfn71,4.171
c3ncwrb,7.164
c3nfk77,4.626
c3nfk4b,5.264
c3nfk4c,5.295
c3nfu30,3.802
c3ng4m2,6.121
c3nfqqh,5.733
c3ncmce,4.507
c3nfhb4,4.879
c3nf4pm,4.031
c3nfqyk,3.817
c3ncvgu,4.905
c3nf7ut,5.257
c3ng479,3.16
c3nf4yg,6.012
c3nfqzg,8.076
c3nft8f,2.212
c3ncskt,4.55
c3ncys1,3.519
c3ng0bp,2.341
c3ng4d2,2.976
c3ncmj9,3.7
c3ng54q,3.405
c3nfqpr,4.1
c3ncs3x,8.481
c3nft4w,4.571
c3nctmr,3.841
c3ngh6p,4.719
c3nfw5r,5.376
c3nfkjm,6.488
c3ncmcc,4.55
c3nfh4y,3.679
c3nfjp3,2.633
c3ng4e5,4.014
c3ncm5z,4.752
c3nfh62,6.183
c3nghb5,5.662
c3ncwut,6.826
c3nfw5p,4.25
c3nfm43,1.945
c3ncykm,5.693
c3nfnu4,2.755
c3nf7gc,4.836
c3ncujy,6.512
c3ncqyp,2.814
c3ncqvx,3.733
c3nfhcd,3.96
c3nfmze,3.957
c3nftf1,4.521
c3nfwcf,2.843
c3nfe5c,5.095
c3nfn7c,5.795
c3nfd3y,2.698
c3ng41n,4.917
c3nfhzq,5.069
c3nfhs1,4.41
c3ncqyk,5.933
c3nfw5h,4.871
c3ng54s,5.767
c3nftbt,2.583
c3nfkth,7.171
c3nfc7s,3.79
c3nfk2z,4.717
c3nfkeb,7.031
c3nf1zt,2.827
c3nfkwv,3.044
c3ncx15,3.952
c3nfdk1,4.133
c3nfkvx,6.533
c3nfkk8,8.119
c3ng5f3,3.621
c3nfhf4,4.231
c3nf3yg,4.29
c3nfnwk,4.981
c3ngj6w,4.515
c3nfk7m,4.356
c3nfk9x,6.742
c3ncwrz,3.779
c3nfhrz,8.015
c3nfd2c,3.108
c3nf6xd,2.271
c3nfk5w,6.967
c3nfq7q,6.167
c3nf8ru,5.921
c3nf5rf,2.033
c3nfz55,4.148
c3nftbz,2.746
c3nf7g6,6.169
c3nfytj,7.938
c3nfdw3,4.6
c3ngp40,5.431
c3nfhk2,4.594
c3nfww4,7.081
c3nfwzt,3.371
c3nftfr,4.877
c3nf7yk,6.348
c3ngjbx,2.59
c3nfkjw,6.196
c3nf72t,4.148
c3nfh2c,3.425
c3nfw5m,4.7
c3ng47n,4.798
c3nfc6g,5.044
c3nfk63,5.3
c3nfk6p,4.381
c3nfvsq,5.932
c3nf7jg,3.808
c3nfu8e,4.648
c3nft5t,5.477
c3nfm1e,3.45
c3nfk7x,5.102
c3nfh3b,4.19
c3ncu69,6.346
c3nfs9g,5.654
c3nf917,5.258
c3nfhgr,4.025
