geohash,avgtimetopark
f246d63,4.472
f241u7d,5.291
f244x9t,5.544
f241s77,4.669
f2469x7,3.967
f244mzp,5.085
f2418k9,6.015
f241814,3.304
f2418zq,4.917
f244502,4.478
f244prw,4.737
f24457p,5.241
f244hm7,4.263
f244pnz,2.689
f244m0k,4.687
f244m8w,6.082
f244hwj,5.989
f241fyy,5.774
f244nj6,4.922
f244m8t,7.45
f244q62,5.154
f2445dg,5.517
f241gyr,5.424
f241sfj,3.126
f244mrw,6.059
f244mfs,3.885
f244qex,7.432
f241b88,3.782
f2445ep,5.041
f244qew,3.904
f244rsx,2.835
f244k2j,3.489
f244rhh,3.098
f24452m,3.702
f244q8f,4.835
f246849,4.217
f241f77,2.826
f244mwm,5.4
f244r4r,6.074
f244j7k,3.63
f244mdv,4.511
f244hp4,4.602
f244mqy,6.202
f244k9p,5.265
f244h3x,6.72
f244mvg,4.233
f241s8k,2.817
f244pm6,4.859
f244myr,3.198
f241t5v,4.317
f241z7p,6.644
f244myd,5.413
f244m9r,5.209
f244nsb,7.132
f244mzv,3.38
f244qzd,2.476
f244k9j,3.615
f244px2,6.043
f241ypj,3.328
f2418ng,8.013
f2445ec,4.256
f241brw,5.08
f241vhb,6.641
f241smq,5.411
f244mvd,5.506
f244m2g,7.63
f2436dc,2.9
f244qu8,5.865
f244x1j,3.896
f241s3v,3.776
f21cxyk,3.565
f246djk,6.785
f241y4u,2.419
f246d3m,5.126
f244md3,7.141
f244mw7,7.082
f241f73,3.065
f244mwk,5.785
f244hq6,7.048
f244n7b,5.348
f241uwy,7.783
f244n2r,3.774
f244rev,6.904
f241b1u,1.863
f246fd0,4.041
f244m74,3.785
f2419d0,3.18
f244mv7,3.383
f244hzk,6.156
f24690t,5.28
f244my3,4.622
f244hz3,3.44
f244m6b,5.303
f244m64,6.425
f244hdn,3.825
f24692y,5.892
f244mes,3.693
f244qnv,5.307
f241grm,3.993
f244tbj,5.087
f21cxvm,7.165
f241yxw,5.177
f241fem,5.228
f241uff,3.872
f244my2,4.838
f2445gd,4.52
f2419r7,2.825
f2414kw,3.977
f244q92,4.462
f244h8r,3.689
f244hzs,5.025
f244myy,5.268
f244kdm,4.492
f241y5h,2.207
f244m5x,6.325
f244qug,4.643
f244me0,6.825
f2462qx,3.358
f2445ed,5.637
f244hp1,6.448
f241f6s,4.45
f244ntn,4.728
f2419sb,4.73
f241z7n,3.983
f2418u9,5.19
f244m3f,6.917
f244m5q,4.908
f244qfz,4.055
f241sue,2.387
f244m6d,6.552
f244m8s,5.163
f244qv6,7.268
f244qku,5.363
f2445bq,4.465
f244mc8,5.608
f244q95,5.982
f244n82,3.575
f2469yz,4.157
f241un8,3.235
f244mwq,6.322
f244kc6,4.523
f24456h,4.662
f241e3n,3.573
f2469xh,6.457
f241yp5,4.505
f244rtn,1.86
f241b7c,2.247
f244m3p,4.17
f244hpm,4.657
f244m1s,4.653
f244jyq,4.838
f246d66,4.965
f244jz6,4.492
f244n85,3.888
f2468yp,1.792
f2469e6,4.788
f2445ge,3.117
f240zeh,2.782
f244j74,5.825
f241uxx,4.577
f246dxc,4.665
f244quy,6.922
f244mwy,9.81
f244m7d,6.333
f244myk,4.85
f2469kk,4.288
f241m5g,1.785
f244me4,4.688
f24451h,3.94
f241kmx,6.673
f244hrd,4.192
f241uuf,4.085
f244524,5.445
f241kpr,4.182
f2444bx,4.423
f244j1u,3.307
f2418k6,4.118
f244qy2,7.522
f2469dm,4.03
f244mss,4.832
f2418cc,6.28
f244tbh,4.997
f246dn8,2.032
f244mtb,5.338
f241kw6,3.677
f244jz9,4.659
f241brm,3.173
f24450z,5.268
f244m9u,4.623
f244pwh,6.18
f2469wd,3.991
f244hp5,4.349
f244myz,4.033
f244re3,3.709
f244qgj,6.479
f24684f,2.842
f244qfb,3.282
f244m8g,4.818
f244hr9,4.894
f246f3g,4.05
f246d50,4.752
f244hkc,4.586
f244r35,5.808
f241bw4,3.715
f244m1p,3.436
f244mqm,5.179
f244mgd,4.192
f241ugm,4.017
f244mwd,7.785
f241f61,3.782
f244mw2,5.977
f2418hp,3.72
f244mw3,5.877
f244md2,8.274
f244me9,4.044
f244mv4,4.689
f241s91,5.314
f244hzm,6.073
f241b8w,4.9
f244nhd,3.415
f241m9p,5.417
f241uv9,4.111
f244q6y,4.961
f244rnq,2.062
f2418sq,3.971
f246dtp,5.533
f241gds,4.686
f244ppv,2.883
f246dhv,4.57
f244hh6,6.689
f244k20,5.405
f244mkd,5.815
f244rx7,4.958
f241s9b,4.023
f2419qu,4.656
f244hpw,4.567
f244hny,5.706
f244k25,4.152
f244muc,5.723
f244xfq,3.496
f241e3p,4.218
f244k8z,5.392
f241817,3.453
f244r1p,5.527
f241s31,6.002
f241b83,3.171
f24450m,2.479
f244jk3,3.277
f244n3h,2.83
f244kux,4.417
f246d64,4.389
f241b8b,4.45
f244h0m,6.256
f244muu,4.492
f241b2k,2.882
f241bns,4.033
f244xfj,4.221
f244mer,3.781
f24691p,2.764
f244pw9,3.619
f244mv0,4.228
f2444bm,5.824
f244mbb,5.16
f244kcz,3.272
f241fj6,6.549
f244hds,3
f244nrh,3.174
f241f7h,6.21
f244pnx,3.463
f241b82,6.022
f244mws,5.418
f244r4f,4.485
f244m5j,3.472
f244m4w,5.504
f244k9n,5.322
