geohash,avgtimetopark
f244pw0,3.558
f244qv4,4.312
f244mde,3.961
f241fzq,5.505
f244m7w,6.071
f241scz,3.794
f2418vr,4.424
f21cxbk,4.002
f241v9v,3.703
f244r3t,4.381
f2418sm,3.012
f246d7f,3.783
f244m70,3.567
f241b0g,4.106
f241swj,2.785
f244ms5,7.669
f244m1d,5.662
f241yns,3.396
f241stv,3.075
f244hxz,3.293
f246d65,4.077
f244qvd,3.96
f244pnt,2.57
f244mv1,5.469
f244mtd,6.609
f244r1f,5.154
f244586,5.946
f244r4t,2.869
f241t9y,2.363
f244m9m,6.22
f241sfn,3.522
f241kp7,6.634
f244014,2.86
f244h05,4.189
f2418p0,4.638
f24685h,4.557
f244508,3.604
f244mdb,2.989
f244meu,4.872
f241uut,7.697
f244m9j,6.299
f244me2,4.676
f244nsu,3.305
f24180m,4.338
f244m6x,2.92
f244xc1,3.744
f244m5z,5.224
f24458e,5.94
f244hw7,2.997
f244mw0,7.023
f244pxc,6.021
f244jy5,5.812
f244mtz,5.426
f244m0y,3.912
f244xc3,4.837
f241gp8,6.289
f241up8,5.263
f244qgh,6.633
f21cxyn,5.007
f241uxw,2.988
f244mzu,5.644
f241bcr,4.551
f244r5z,2.551
f241uu7,2.475
f244mt6,6.596
f244muq,4.927
f244nvx,5.393
f241ugq,3.029
f244mw6,5.239
f241yn7,4.951
f241u4p,4.669
f244md9,5.323
f244mkg,9.448
f2469h3,2.917
f244qxj,3.63
f244qek,3.602
f241uy8,2.973
f244k22,6.996
f244q97,3.936
f244q59,3.985
f244met,4.655
f244m1k,4.541
f244m7z,5.364
f244pq3,3.599
f241ypd,5.004
f244hw6,4.129
f244mkq,6.41
